codpanelista2,wave,sex,age,education,hhincome,livingpartner,lrself,voteintentionspain,polintr,femindexa,femindexb,femindexc,femindexd,femindexe,femindexf,femindexg,femindexh,femindexi,authoa,authob,authoc,authod,populisma,populismb,populismc,populismd,populisme,populismf,immigeco,immicult,femstrike,femdemonstrate,feminfo,femtalk,constpref,vote2016
3185,2018,2,33,10,8,1,4,54,2,2,5,2,2,2,6,6,1,2,2,1,2,1,6,5,3,3,6,6,6,5,1,1,2,1,5,1
3186,2017,2,53,3,5,NA,3,51,3,1,7,3,1,2,6,6,6,1,1,2,2,1,7,7,7,7,7,7,0,8,NA,NA,NA,NA,5,51
3186,2018,2,54,3,5,1,5,52,3,1,7,1,1,1,7,7,3,1,2,1,2,1,6,5,6,6,6,7,0,7,2,2,2,2,5,51
3186,2019,2,55,3,4,1,5,51,3,1,7,4,1,1,7,7,2,7,2,2,2,1,7,7,7,7,7,7,1,10,2,2,2,2,5,NA
3186,2020,2,56,3,4,1,5,51,3,5,7,1,1,2,5,5,3,1,2,1,2,1,7,7,7,7,7,7,2,7,2,2,2,2,5,NA
3187,2017,1,19,6,99,NA,6,53,1,2,7,1,5,2,5,5,4,2,1,2,2,1,4,4,4,4,4,4,7,1,NA,NA,NA,NA,5,3
3188,2017,1,38,3,10,NA,5,4,4,7,1,4,3,5,1,1,5,4,2,2,1,2,7,7,7,7,7,7,0,10,NA,NA,NA,NA,1,56
3189,2017,2,53,3,1,NA,4,1,4,4,4,4,4,4,4,3,4,5,2,2,1,2,6,4,4,5,6,7,5,6,NA,NA,NA,NA,3,NA
3189,2018,2,54,3,99,0,5,54,3,3,4,3,4,4,4,5,4,4,2,2,2,2,4,4,4,4,4,4,5,5,2,2,2,2,3,NA
3189,2019,2,55,3,4,0,3,54,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,4,5,5,2,2,2,2,3,NA
3189,2020,2,56,3,8,0,3,55,4,4,4,3,4,4,3,4,4,4,2,1,1,2,4,4,4,4,4,4,5,7,2,2,2,2,3,NA
3190,2017,2,51,5,99,NA,5,54,3,4,4,4,4,4,4,4,4,4,2,2,1,2,4,4,4,4,4,4,5,5,NA,NA,NA,NA,1,56
3191,2017,1,33,7,8,NA,5,3,2,3,3,5,4,3,5,3,3,4,2,2,1,2,7,7,2,5,4,7,10,10,NA,NA,NA,NA,1,3
3192,2017,2,51,4,4,NA,6,2,1,2,5,3,3,2,4,4,4,4,2,2,2,2,6,4,4,2,2,4,1,5,NA,NA,NA,NA,1,2
3192,2018,2,52,3,4,1,6,2,1,4,4,3,5,4,4,4,5,3,2,2,2,1,3,4,1,1,2,4,5,8,2,2,2,1,1,2
3192,2020,2,54,4,3,1,5,2,2,6,2,4,6,6,3,3,4,4,2,2,2,1,4,4,4,3,3,5,5,7,2,2,2,2,2,NA
3193,2017,2,19,6,7,NA,3,3,3,3,5,4,3,3,7,6,6,2,1,2,2,1,6,4,4,5,6,7,4,5,NA,NA,NA,NA,3,3
3193,2018,2,20,6,7,0,2,3,2,2,7,1,2,3,7,7,3,2,1,1,2,1,7,7,5,4,7,6,6,3,1,1,1,1,3,3
3194,2017,1,33,4,7,NA,3,5,3,4,4,4,4,4,4,4,4,4,2,2,2,1,5,5,5,2,5,7,8,0,NA,NA,NA,NA,3,NA
3194,2018,1,35,4,8,1,2,5,2,3,5,5,3,3,5,5,3,3,2,2,2,1,6,5,6,2,4,7,6,5,2,2,2,2,5,NA
3194,2019,1,35,4,9,1,2,7,2,4,4,4,4,4,4,4,4,4,2,2,2,1,5,5,6,3,5,7,6,5,2,2,2,1,5,NA
3194,2020,1,37,4,8,1,3,7,3,3,5,4,4,4,4,5,4,4,2,2,2,2,6,4,5,5,5,7,6,1,2,2,2,2,5,NA
3195,2017,2,47,9,99,NA,9,23,2,3,5,4,2,3,3,5,4,4,2,2,2,1,7,5,6,3,1,7,0,10,NA,NA,NA,NA,1,50
3195,2018,2,48,10,99,0,9,23,2,3,5,4,3,4,4,4,3,3,2,2,2,1,7,5,6,3,3,6,0,10,2,2,2,2,1,50
3195,2019,2,49,9,99,0,9,23,2,4,5,5,3,5,1,4,6,4,2,1,2,1,7,2,4,3,3,6,0,10,2,2,2,2,1,NA
3195,2020,2,50,10,1,0,8,23,1,7,3,5,6,7,1,1,5,7,2,1,2,1,7,6,5,3,1,6,0,10,2,2,2,2,1,NA
3196,2017,2,53,8,6,NA,5,54,3,3,6,3,2,3,5,5,3,4,2,1,2,1,7,7,6,6,7,7,5,9,NA,NA,NA,NA,5,7
3196,2018,2,54,8,7,1,5,54,3,2,5,5,3,2,5,5,5,2,2,1,2,1,7,3,6,5,6,6,5,9,2,2,2,1,4,54
3196,2019,2,55,8,5,1,5,1,3,3,5,4,3,3,4,5,4,3,1,1,2,1,7,4,6,6,6,6,4,8,2,2,2,2,4,NA
3197,2017,2,52,4,99,NA,7,54,3,3,5,4,1,1,5,6,1,2,2,2,2,1,2,1,5,1,3,3,3,5,NA,NA,NA,NA,3,56
3197,2019,2,54,3,1,0,5,2,2,3,5,3,2,3,6,5,2,3,2,2,2,1,5,3,6,3,4,7,3,7,2,2,2,1,2,NA
3198,2017,1,51,7,6,NA,5,1,3,4,4,4,1,4,4,4,6,4,2,2,2,1,7,4,4,3,6,7,0,5,NA,NA,NA,NA,1,1
3198,2018,1,52,4,6,1,5,1,3,4,2,4,1,1,1,2,6,2,2,2,2,1,4,4,4,5,6,6,3,9,2,2,2,2,1,1
3198,2019,1,53,4,6,0,5,1,3,5,2,4,1,1,2,3,5,5,2,2,2,1,7,5,4,5,5,5,2,7,2,2,2,2,1,NA
3198,2020,1,54,3,4,0,5,55,4,3,4,5,3,1,4,2,3,5,2,2,2,2,5,4,7,2,7,7,2,7,2,2,2,1,1,NA
3199,2017,2,26,4,1,NA,5,2,3,4,4,4,4,4,4,4,4,4,2,2,1,2,4,4,4,4,4,2,5,5,NA,NA,NA,NA,4,2
3200,2017,2,39,3,3,NA,0,5,2,1,7,1,3,3,7,7,1,2,2,1,2,1,7,4,7,7,7,7,5,6,NA,NA,NA,NA,5,5
3201,2017,2,51,7,5,NA,6,2,2,2,6,2,2,3,5,5,5,3,2,2,2,1,5,4,5,5,4,7,8,3,NA,NA,NA,NA,2,2
3202,2017,2,19,4,1,NA,5,3,3,4,4,4,3,4,4,4,4,4,2,2,2,2,7,4,5,7,5,7,5,5,NA,NA,NA,NA,3,1
3203,2017,1,33,4,4,NA,0,53,3,4,4,4,4,4,4,4,5,4,2,2,2,1,4,4,4,4,4,4,0,10,NA,NA,NA,NA,4,NA
3204,2017,1,52,5,8,NA,7,7,4,3,1,4,1,2,1,1,1,1,2,2,2,1,1,1,3,7,7,1,0,10,NA,NA,NA,NA,5,56
3204,2018,1,53,4,10,1,4,7,2,1,4,2,7,3,7,5,4,3,2,2,2,1,7,4,5,5,7,7,2,7,2,1,2,1,5,7
3204,2019,1,54,5,10,1,2,7,3,3,3,4,1,3,3,4,3,5,2,2,2,1,7,2,4,5,7,7,2,9,1,1,2,2,5,NA
3204,2020,1,55,4,10,1,3,7,2,4,6,2,2,3,4,5,4,3,2,2,2,1,7,4,4,5,7,7,2,8,2,1,2,2,5,NA
3205,2017,2,24,10,12,NA,3,18,2,1,7,1,2,2,6,6,5,2,2,1,2,1,3,5,6,4,5,6,9,10,NA,NA,NA,NA,4,18
3206,2017,2,34,3,7,NA,5,4,2,1,5,3,3,3,4,2,4,3,2,2,2,2,6,5,6,4,6,7,3,6,NA,NA,NA,NA,1,4
3206,2018,2,34,3,7,1,6,4,2,2,6,2,2,2,4,4,6,3,1,2,2,2,5,2,5,4,4,6,4,6,1,1,2,1,3,4
3207,2017,1,35,4,8,NA,5,50,1,1,6,1,4,3,4,7,5,2,2,2,2,2,7,1,7,7,7,7,4,6,NA,NA,NA,NA,3,56
3208,2017,1,49,3,3,NA,2,11,1,1,6,3,3,1,5,6,3,3,2,1,2,1,7,4,4,4,6,7,8,5,NA,NA,NA,NA,5,3
3208,2018,1,50,3,2,0,3,11,1,2,6,2,2,1,5,5,1,2,2,1,2,2,6,3,2,3,7,7,10,5,2,1,2,1,5,3
3208,2019,1,51,3,4,1,1,11,1,3,5,3,3,1,5,5,3,3,2,2,2,1,5,3,3,4,3,7,10,5,2,2,1,1,5,NA
3208,2020,1,52,3,6,1,2,11,1,3,4,4,2,3,5,4,3,3,2,1,2,2,5,3,3,4,4,5,9,5,2,2,1,1,5,NA
3209,2017,1,33,3,5,NA,6,4,3,3,3,4,3,3,4,4,5,3,2,2,2,2,7,4,5,7,7,7,0,0,NA,NA,NA,NA,1,2
3209,2019,1,35,4,4,0,5,4,3,4,4,4,4,4,4,4,4,4,2,2,1,2,7,6,4,5,5,7,0,10,2,2,2,2,5,NA
3209,2020,1,36,3,5,0,5,2,2,4,4,5,2,4,3,4,4,4,2,2,2,2,4,5,5,7,4,7,6,8,2,2,2,2,3,NA
3210,2017,1,36,8,99,NA,5,54,3,1,7,1,1,4,2,4,1,3,2,2,1,2,7,4,4,5,7,7,2,5,NA,NA,NA,NA,2,56
3210,2018,1,37,8,99,1,5,54,4,1,6,4,1,4,5,6,3,1,2,2,1,2,4,4,4,4,4,4,0,5,2,2,2,2,1,54
3210,2019,1,38,8,99,1,5,50,4,1,7,4,1,1,1,7,4,1,2,2,2,2,7,4,7,5,7,7,5,5,2,2,2,2,1,NA
3210,2020,1,39,8,3,1,5,55,4,4,6,3,2,3,4,5,4,4,2,2,2,2,7,4,7,7,7,7,6,6,2,2,2,2,3,NA
3211,2017,1,32,5,7,NA,10,53,4,7,1,1,1,7,1,1,7,7,2,2,2,1,3,4,4,5,1,4,0,10,NA,NA,NA,NA,3,2
3212,2017,1,33,10,7,NA,4,3,2,1,7,3,3,1,7,7,5,1,1,2,2,1,6,5,7,3,5,6,7,6,NA,NA,NA,NA,4,4
3212,2018,1,34,10,9,0,4,4,2,1,1,2,3,1,7,7,1,1,2,1,2,1,3,5,5,2,3,7,7,8,2,2,2,1,4,4
3212,2019,1,35,10,9,1,3,1,1,1,7,1,1,1,7,7,1,1,1,1,2,1,2,3,4,1,2,5,8,6,2,2,1,1,4,NA
3212,2020,1,36,10,9,1,2,3,1,1,1,1,1,1,7,7,1,1,1,1,2,1,3,3,6,3,3,5,8,6,2,2,1,1,4,NA
3213,2017,2,47,3,2,NA,5,4,3,2,6,2,1,1,6,6,3,1,2,2,2,1,7,1,6,3,6,7,2,7,NA,NA,NA,NA,4,4
3213,2018,2,48,3,2,0,5,4,3,2,6,2,2,2,5,6,6,1,2,2,2,1,5,3,5,2,6,5,2,5,2,2,2,1,2,4
3213,2019,2,49,5,2,0,5,4,3,1,5,2,2,3,4,6,6,1,2,2,2,1,6,1,5,3,4,6,2,0,2,2,2,2,3,NA
3213,2020,2,50,5,1,0,5,4,4,1,3,2,1,2,6,6,5,1,2,2,2,1,6,6,6,3,2,7,4,8,2,2,2,2,2,NA
3214,2017,1,49,10,99,NA,5,50,2,4,4,4,5,4,3,5,4,3,2,2,1,2,6,5,6,5,7,7,5,7,NA,NA,NA,NA,2,4
3214,2018,1,50,10,12,1,5,4,2,4,3,2,2,5,6,6,4,3,2,2,2,2,4,1,6,4,4,7,7,2,2,2,2,1,2,4
3214,2019,1,51,10,99,0,5,4,2,5,4,4,4,4,2,4,3,4,2,2,2,2,5,4,5,6,6,7,10,5,2,2,2,1,2,NA
3214,2020,1,52,11,12,0,5,4,2,4,3,4,4,4,2,4,4,4,2,2,2,2,4,3,4,4,6,7,8,5,2,2,2,1,2,NA
3215,2017,2,50,3,7,NA,5,1,3,2,7,1,1,1,4,6,5,3,2,2,2,1,6,2,4,6,6,6,5,5,NA,NA,NA,NA,1,4
3215,2018,2,51,5,99,1,5,54,3,1,5,2,1,1,5,6,5,1,2,2,2,1,4,4,5,2,5,2,5,6,2,2,1,1,2,4
3216,2017,1,53,3,6,NA,5,1,2,3,4,3,4,3,4,4,4,1,2,2,2,2,6,2,3,5,4,4,3,5,NA,NA,NA,NA,3,1
3216,2018,1,54,3,6,0,4,4,2,2,5,4,3,4,6,6,5,5,2,2,2,1,7,5,4,6,4,6,4,9,2,2,2,1,3,1
3216,2019,1,55,3,6,0,4,1,2,4,4,4,4,4,4,4,5,4,2,2,2,1,4,4,4,4,4,4,6,6,2,2,2,2,3,NA
3216,2020,1,56,4,6,0,3,1,2,4,4,4,4,4,4,4,4,4,2,2,2,1,5,4,3,4,4,3,5,8,2,2,2,1,3,NA
3217,2017,1,52,10,99,NA,4,2,2,2,4,3,1,1,5,5,2,1,2,2,2,1,6,5,2,3,3,7,8,3,NA,NA,NA,NA,3,2
3217,2018,1,53,10,99,1,5,4,2,4,5,3,2,4,4,6,5,2,2,2,2,1,5,7,3,4,4,6,7,8,2,2,2,1,1,2
3217,2019,1,54,10,99,1,6,2,1,5,1,3,5,5,1,3,5,4,1,1,2,1,6,7,7,5,4,7,8,9,2,2,2,1,3,NA
3217,2020,1,55,10,99,0,4,2,2,4,5,3,3,3,3,5,5,4,2,2,2,1,2,4,7,4,4,7,7,8,2,2,2,1,2,NA
3218,2017,2,42,11,99,NA,6,9,2,1,7,1,1,1,7,7,1,1,1,2,2,1,7,2,5,3,7,4,2,8,NA,NA,NA,NA,5,9
3219,2017,2,22,6,99,NA,2,3,1,1,2,3,2,1,6,7,4,1,2,2,2,1,5,5,4,4,5,4,7,5,NA,NA,NA,NA,3,3
3219,2018,2,23,9,8,0,2,3,1,1,5,2,2,1,7,7,1,1,1,2,2,1,5,3,4,5,6,5,6,5,1,1,1,1,4,3
3220,2017,1,25,4,3,NA,7,3,4,3,4,4,3,3,5,5,5,3,2,2,2,1,6,5,6,7,7,7,5,8,NA,NA,NA,NA,1,NA
3220,2018,1,26,4,2,0,5,53,3,3,4,4,2,3,4,4,4,4,2,2,2,2,7,6,5,7,7,7,0,10,2,2,2,2,3,NA
3220,2019,1,27,4,1,0,5,53,4,1,2,2,2,3,4,5,4,4,2,2,2,1,6,4,6,7,7,6,4,6,2,2,2,2,1,NA
3220,2020,1,28,4,2,1,10,55,3,5,2,4,4,5,3,3,4,3,2,2,2,1,4,3,3,4,3,5,5,7,2,2,2,2,5,NA
3221,2017,1,48,3,3,NA,7,23,3,4,4,4,1,4,3,4,4,4,2,2,2,1,7,4,5,5,5,7,3,7,NA,NA,NA,NA,1,2
3221,2018,1,49,3,2,1,8,23,2,4,4,4,4,4,4,4,4,4,2,2,1,2,6,3,5,4,6,6,1,7,2,2,2,2,1,2
3221,2019,1,50,4,99,1,7,23,2,5,2,4,5,5,3,4,5,6,2,2,1,1,6,4,5,6,6,6,3,9,2,2,2,2,2,NA
3221,2020,1,51,6,4,1,7,23,2,5,2,4,1,5,1,2,4,1,2,2,1,2,5,5,5,5,6,7,4,8,2,2,2,1,2,NA
3222,2017,2,35,2,6,NA,10,1,2,1,7,4,1,1,7,7,6,1,1,2,2,1,6,4,5,5,7,6,6,0,NA,NA,NA,NA,3,1
3222,2018,2,36,4,7,1,5,1,2,3,7,2,3,3,7,7,7,1,2,2,2,2,7,7,7,7,7,7,0,0,1,1,1,1,3,1
3222,2019,2,37,4,6,1,3,1,2,7,7,2,3,3,7,7,5,3,2,2,2,1,7,7,7,7,7,7,10,5,1,1,1,1,4,NA
3222,2020,2,38,4,7,1,5,1,2,1,7,4,4,1,7,7,7,1,2,2,1,1,7,4,7,4,7,7,10,5,1,1,1,1,3,NA
3223,2017,1,44,10,8,NA,5,4,1,1,6,4,1,1,4,7,1,1,2,1,2,1,6,1,5,2,3,6,4,8,NA,NA,NA,NA,3,4
3223,2018,1,45,10,8,1,5,54,2,2,4,6,3,3,6,6,3,1,2,1,2,1,6,1,7,3,2,4,5,9,2,2,2,1,3,4
3223,2019,1,46,10,9,1,5,54,1,2,4,3,3,5,7,7,3,2,2,1,2,1,5,3,4,2,5,5,5,8,2,2,2,1,4,NA
3223,2020,1,47,10,9,1,5,55,1,2,6,3,3,3,4,6,7,2,2,1,2,1,4,4,4,6,2,6,5,5,2,2,2,1,2,NA
3224,2017,1,46,9,99,NA,6,2,2,3,5,2,4,4,5,4,4,3,2,2,2,1,5,3,4,4,4,4,8,5,NA,NA,NA,NA,3,2
3225,2017,2,51,4,9,NA,5,53,3,3,3,2,5,3,3,5,3,3,2,2,2,1,2,3,3,3,3,2,6,6,NA,NA,NA,NA,2,NA
3225,2018,2,52,4,9,0,5,53,3,3,3,2,5,5,3,3,5,3,2,1,2,1,6,5,3,4,4,6,7,3,2,2,2,2,3,NA
3226,2017,2,27,8,6,NA,3,1,2,3,5,3,3,3,5,5,4,2,2,1,2,1,6,5,6,5,5,7,7,7,NA,NA,NA,NA,4,56
3227,2017,1,37,11,99,NA,2,54,3,3,5,1,2,2,5,5,3,2,1,1,2,1,3,4,6,3,5,6,8,4,NA,NA,NA,NA,4,11
3228,2017,2,23,6,10,NA,0,7,1,1,7,1,1,1,7,7,1,1,1,1,2,1,7,4,4,4,7,6,10,0,NA,NA,NA,NA,5,7
3229,2017,2,50,3,99,NA,5,54,3,2,7,2,1,1,7,3,1,1,2,2,2,1,7,6,7,7,7,7,2,10,NA,NA,NA,NA,3,56
3229,2018,2,51,3,99,1,5,4,3,1,7,7,1,1,7,7,5,1,2,2,2,1,3,5,6,1,6,7,6,9,1,1,1,1,3,54
3230,2017,2,52,5,99,NA,5,54,3,6,4,4,6,4,3,3,5,6,2,2,1,2,5,4,5,4,2,1,0,10,NA,NA,NA,NA,3,NA
3230,2018,2,53,4,99,1,5,54,3,6,2,7,5,6,3,3,4,4,2,2,2,1,7,4,7,6,4,7,1,10,2,2,2,1,1,56
3230,2019,2,54,8,99,1,5,54,4,4,3,5,4,4,3,4,4,4,2,2,2,1,6,6,1,4,4,1,2,10,2,2,2,1,3,NA
3230,2020,2,55,5,99,1,5,55,3,4,4,4,4,4,3,3,4,4,2,2,1,2,7,4,7,6,5,7,4,10,2,2,2,1,5,NA
3231,2017,2,30,6,99,NA,5,2,3,2,6,4,2,2,4,5,1,3,2,2,2,1,5,3,5,6,7,6,7,8,NA,NA,NA,NA,3,2
3231,2018,2,31,6,8,1,6,2,3,2,5,3,3,2,5,5,5,2,2,2,2,1,6,4,5,6,6,5,5,3,2,2,2,2,3,2
3231,2019,2,32,6,9,1,6,2,3,2,3,3,4,4,6,6,5,2,2,2,2,1,5,4,4,5,6,5,5,5,2,2,2,2,3,NA
3232,2017,1,22,4,2,NA,2,54,3,2,5,4,3,4,5,5,4,4,2,1,1,1,7,6,5,6,7,7,3,7,NA,NA,NA,NA,4,52
3232,2018,1,23,4,99,0,3,53,3,1,5,4,3,4,7,7,4,1,2,1,2,1,7,6,6,6,6,7,9,4,1,1,2,2,1,NA
3232,2019,1,24,4,99,0,3,1,3,1,6,3,3,3,7,6,2,1,2,1,2,1,6,5,5,6,4,5,5,5,1,1,1,1,4,NA
3232,2020,1,25,4,4,0,3,55,3,1,6,2,4,2,7,6,4,1,2,1,2,1,7,5,6,6,5,7,5,7,1,1,1,1,3,NA
3233,2017,1,30,9,8,NA,3,19,2,5,3,3,5,6,3,3,5,5,2,1,2,2,7,3,6,5,6,4,8,10,NA,NA,NA,NA,4,3
3233,2018,1,31,9,9,1,3,19,2,6,2,2,6,6,4,4,4,6,2,1,1,2,6,4,7,6,7,6,10,10,1,1,1,1,2,3
3233,2020,1,33,9,9,0,3,27,3,5,2,2,4,5,3,3,4,5,1,1,2,1,7,4,6,7,7,7,8,10,1,1,2,1,2,NA
3234,2017,1,38,11,11,NA,5,54,1,5,5,4,5,5,4,4,5,4,2,2,2,2,3,4,3,3,3,3,5,5,NA,NA,NA,NA,2,56
3234,2018,1,39,11,10,1,6,54,3,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,3,4,6,6,1,2,2,2,3,NA
3234,2019,1,40,10,11,1,9,54,1,5,5,4,3,4,4,3,3,6,2,2,2,2,5,5,5,4,6,6,7,7,2,2,2,2,1,NA
3234,2020,1,41,10,11,1,6,55,2,4,3,5,5,4,3,3,4,5,1,2,2,2,5,4,4,4,6,3,6,6,2,2,2,2,2,NA
3235,2017,1,30,4,10,NA,1,19,3,3,6,7,2,4,5,6,3,2,2,2,2,1,7,3,4,6,7,7,2,3,NA,NA,NA,NA,2,NA
3235,2018,1,31,4,3,0,5,19,4,1,1,1,1,1,1,1,1,1,2,2,2,1,5,6,4,6,7,7,8,3,2,2,2,2,1,NA
3236,2017,1,24,11,11,NA,3,9,2,3,4,2,3,3,5,5,3,2,1,2,2,1,6,5,4,6,6,7,4,5,NA,NA,NA,NA,5,56
3237,2017,1,51,3,99,NA,5,54,4,3,5,2,1,7,6,6,7,5,2,2,2,2,7,7,5,7,7,7,5,5,NA,NA,NA,NA,3,NA
3237,2018,1,52,3,99,0,5,54,3,3,5,1,2,1,6,4,5,2,2,2,2,2,6,5,6,5,6,6,4,4,2,2,2,2,1,56
3237,2019,1,53,3,3,0,5,54,2,1,7,4,4,6,7,5,6,1,2,2,2,2,2,6,6,2,7,7,6,7,2,2,2,1,3,NA
3237,2020,1,54,3,4,0,5,55,2,6,5,4,5,5,5,5,6,5,2,2,2,1,6,4,5,6,6,7,7,6,2,2,2,1,2,NA
3238,2017,2,54,4,8,NA,6,4,3,3,6,3,3,3,5,5,1,1,2,1,2,1,4,4,4,4,5,5,2,7,NA,NA,NA,NA,5,4
3238,2018,2,55,4,8,1,3,7,2,1,6,3,2,2,6,6,2,1,1,2,2,1,6,6,3,4,7,7,3,7,2,2,1,1,5,7
3238,2019,2,56,4,8,1,1,7,2,1,5,2,2,2,5,6,2,2,2,2,2,1,6,3,5,5,5,7,5,8,2,2,1,1,5,NA
3238,2020,2,57,4,8,1,0,7,2,2,6,3,2,2,6,6,6,1,2,2,2,2,6,5,5,5,5,6,6,8,2,2,1,1,5,NA
3239,2017,2,35,5,8,NA,3,52,3,3,6,3,3,3,3,6,5,1,2,2,2,1,7,5,3,6,6,7,5,5,NA,NA,NA,NA,4,1
3239,2018,2,36,6,6,1,4,54,3,1,5,3,1,3,6,7,6,1,2,2,2,1,5,7,6,4,6,7,3,1,2,2,1,1,4,1
3239,2019,2,37,5,7,1,3,1,3,3,5,2,3,3,5,5,5,3,2,2,2,1,6,4,4,4,6,6,5,5,2,2,2,1,3,NA
3239,2020,2,38,8,8,1,3,1,2,1,6,6,2,2,6,6,4,1,2,2,2,1,6,4,5,5,5,6,7,7,2,2,2,1,4,NA
3240,2017,2,54,3,2,NA,2,7,3,3,6,3,3,3,5,5,3,3,1,2,2,1,6,4,4,4,6,6,4,7,NA,NA,NA,NA,5,7
3240,2018,2,55,3,4,1,3,7,3,4,5,4,3,4,5,5,4,4,2,2,2,1,6,4,4,4,5,5,5,5,1,2,2,2,5,7
3240,2019,2,56,3,6,1,2,7,3,2,5,3,3,4,5,5,3,2,2,2,2,1,6,4,4,4,5,5,5,5,2,2,2,2,5,NA
3240,2020,2,57,3,4,1,1,7,2,3,5,3,3,3,5,5,3,3,2,1,2,1,5,4,5,4,5,6,5,5,2,2,2,2,5,NA
3241,2017,2,38,7,7,NA,5,54,4,3,5,3,3,3,5,7,4,3,2,2,2,2,6,5,6,3,6,7,3,3,NA,NA,NA,NA,5,3
3242,2017,1,51,8,10,NA,4,4,3,5,4,3,3,6,2,2,5,4,2,2,2,1,5,5,6,6,5,6,3,8,NA,NA,NA,NA,2,56
3242,2018,1,52,8,9,1,4,4,3,6,5,2,2,2,6,3,6,2,2,2,2,1,4,6,4,6,5,6,4,7,2,2,2,1,1,56
3242,2019,1,53,8,99,1,5,4,3,5,4,5,1,5,3,3,6,3,2,2,2,1,7,6,6,5,4,6,5,7,2,2,2,2,2,NA
3242,2020,1,54,8,10,1,7,23,3,6,2,6,3,6,3,3,6,6,2,2,2,1,3,3,2,4,3,7,4,7,2,2,2,1,2,NA
3243,2017,1,31,11,12,NA,5,54,3,6,5,4,1,5,3,2,5,3,2,2,2,1,7,4,7,7,7,4,10,2,NA,NA,NA,NA,2,NA
3243,2018,1,32,11,6,0,5,53,3,3,4,5,4,4,4,5,4,3,1,2,2,1,6,2,6,5,4,6,8,5,2,2,2,1,2,NA
3244,2017,2,38,3,2,NA,5,53,4,2,2,2,2,3,2,2,3,2,2,2,2,2,1,1,6,6,4,5,7,7,NA,NA,NA,NA,4,NA
3245,2017,1,50,7,99,NA,5,1,2,6,4,5,4,5,4,5,6,5,2,2,2,2,6,5,4,6,5,7,5,5,NA,NA,NA,NA,2,56
3245,2018,1,51,6,2,0,5,4,2,4,4,4,4,4,4,4,4,4,2,2,2,1,6,5,5,5,6,6,7,8,2,2,2,1,2,NA
3245,2019,1,52,8,7,0,5,54,2,4,5,4,5,4,4,4,5,3,2,1,2,1,5,4,3,4,5,6,5,5,2,2,2,1,4,NA
3245,2020,1,53,7,2,0,5,55,2,5,5,5,5,5,5,5,4,5,2,1,2,1,3,4,5,5,4,4,1,7,2,2,1,1,1,NA
3246,2017,1,32,3,6,NA,3,3,2,5,4,4,4,5,5,4,5,4,2,2,2,1,7,5,6,7,7,6,5,5,NA,NA,NA,NA,2,3
3246,2018,1,33,4,5,1,4,3,2,5,4,3,3,6,5,5,5,4,2,2,1,1,7,3,5,6,7,6,5,3,1,1,2,2,1,3
3246,2019,1,34,3,9,1,3,1,2,3,5,5,4,3,5,4,4,3,2,2,2,1,5,5,4,5,5,6,8,8,2,2,2,2,1,NA
3246,2020,1,35,4,9,1,3,1,3,2,4,4,3,4,5,4,3,4,2,2,2,2,7,4,6,2,5,7,5,5,2,2,2,1,3,NA
3247,2017,1,47,11,10,NA,5,1,3,4,7,7,1,1,7,7,6,1,2,2,2,1,7,7,7,5,5,7,0,7,NA,NA,NA,NA,4,1
3247,2018,1,48,11,99,0,5,4,3,1,7,1,1,4,5,7,5,1,2,2,1,1,7,1,7,7,7,7,0,10,2,2,2,1,1,4
3247,2019,1,49,11,10,0,5,1,3,1,1,7,1,1,4,7,7,4,2,2,2,2,7,3,1,7,3,6,0,10,2,2,2,1,1,NA
3247,2020,1,49,11,6,0,5,50,3,1,4,7,1,2,4,6,7,1,2,1,2,1,7,7,7,7,7,7,10,10,2,2,2,2,1,NA
3248,2017,1,53,9,10,NA,1,1,1,5,5,2,3,2,5,5,4,5,2,2,2,1,6,5,6,7,5,6,7,6,NA,NA,NA,NA,3,1
3248,2018,1,54,9,11,1,1,1,2,2,6,3,2,2,6,6,6,2,2,2,2,2,7,6,6,7,7,7,5,2,2,2,2,1,3,1
3248,2020,1,56,9,10,1,2,1,2,1,6,6,2,2,6,7,7,1,2,2,2,2,7,7,7,7,7,7,4,2,2,2,2,1,1,NA
3249,2017,1,22,6,6,NA,2,50,3,2,6,7,2,3,7,7,5,1,1,1,2,1,6,4,4,5,5,7,8,1,NA,NA,NA,NA,4,50
3249,2019,1,24,10,2,1,2,50,3,1,6,1,1,1,7,7,4,1,1,1,2,1,5,4,4,1,5,7,8,0,2,2,2,1,4,NA
3250,2017,2,19,6,99,NA,8,4,3,2,7,1,1,1,7,7,1,1,2,2,2,2,7,3,7,4,1,6,5,0,NA,NA,NA,NA,3,4
3251,2017,2,21,5,8,NA,4,7,2,3,5,3,2,3,5,5,3,3,2,2,2,1,7,3,3,4,5,3,5,5,NA,NA,NA,NA,5,7
3252,2017,2,30,4,3,NA,5,1,3,3,6,6,5,4,5,6,4,4,2,2,2,1,7,2,6,2,5,7,10,10,NA,NA,NA,NA,4,1
3252,2018,2,30,4,99,0,2,16,3,5,7,5,4,4,4,6,3,6,2,2,2,2,7,5,7,5,5,5,0,7,2,2,2,2,1,1
3252,2019,2,32,4,3,0,7,1,3,3,4,4,5,4,6,4,5,4,2,2,2,2,2,4,4,4,4,7,6,6,2,2,2,1,3,NA
